# Expression Atlas									
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-GEOD-52564									
# Selected columns: 8 (all)									
# Timestamp: Fri, 08-Oct-2021 15:29:21									
Gene ID	Gene Name	astrocyte	endothelial cell	microglia	mixture	myelinating oligodendrocytes	neuron	newly formed oligodendrocytes	oligodendrocyte precursor cells
ENSMUSG00000002668	Dennd1c			27	2		1	0.9	2
ENSMUSG00000002679	Med6	48	47	12	31	16	45	35	46
ENSMUSG00000002688	Prkd1	80	8		22	2	11	11	52
ENSMUSG00000002699	Lcp2		54	162	16	1	2	0.7	12
ENSMUSG00000002718	Cse1l	63	48	18	66	14	72	53	69
ENSMUSG00000002728	Naa20	26	42	22	26	10	44	28	30
ENSMUSG00000002731	Prkra	60	57	34	53	22	77	32	67
ENSMUSG00000002732	Fkbp7	18	59	23	14	2	14	12	23
ENSMUSG00000002733	Plekha3	38	27	8	28	13	32	22	30
ENSMUSG00000002741	Ykt6	156	112	393	218	147	181	214	183
ENSMUSG00000002748	Baz1b	55	32	11	37	10	36	29	42
ENSMUSG00000002763	Pex6	60	37	93	45	54	58	58	63
ENSMUSG00000002767	Mrpl2	71	99	73	63	64	68	106	98
ENSMUSG00000002768	Mea1	29	132	57	88	99	102	83	105
ENSMUSG00000002769	Gnmt	4	0.8	2	3		7	3	3
ENSMUSG00000002771	Grin2d	2	0.6	0.8	26	0.6	50	4	15
ENSMUSG00000002778	Kdelr1	174	246	160	149	125	140	197	221
ENSMUSG00000002781	Tmem143	6	3	8	5	5	6	5	6
ENSMUSG00000002791	Pdxk-ps	0.6							
ENSMUSG00000002797	Ggct	0.5	1	0.9	4	9	5	9	0.6
ENSMUSG00000002799	Jag2	4	119	20	37	1	38	4	5
ENSMUSG00000002803	Btbd6	27	20	32	51	24	60	33	41
ENSMUSG00000002804	Nudt14	9	103	30	18	21	17	24	12
ENSMUSG00000002808	Epdr1	183	8	2	68	20	86	48	222
ENSMUSG00000002812	Flii	60	76	109	59	34	56	37	61
ENSMUSG00000002814	Top3a	13	10	21	8	3	7	5	9
ENSMUSG00000002820	Atg4d	12	8	15	10	12	10	12	15
ENSMUSG00000002825	Qtrt1	32	18	35	32	8	58	37	39
ENSMUSG00000002831	Plin4	0.5							
ENSMUSG00000002833	Hdgfl2	122	37	38	69	26	93	66	64
ENSMUSG00000002835	Chaf1a	4	4	0.8	5	1	5	2	8
ENSMUSG00000002844	Adprh	88	101	151	89	97	90	121	158
ENSMUSG00000002845	Tmem39a	49	28	11	16	5	17	18	22
ENSMUSG00000002846	Timmdc1	42	21	20	35	52	31	62	52
ENSMUSG00000002847	Pla1a		13		3			0.6	
ENSMUSG00000002870	Mcm2	12	23	8	17	1	5	7	42
ENSMUSG00000002871	Tpra1	24	45	73	20	6	16	8	16
ENSMUSG00000002881	Nab1	37	50	7	46	36	63	45	28
ENSMUSG00000002885	Adgre5	19	245	22	39	0.6	3	1	10
ENSMUSG00000002897	Il17ra	3	2	81	5	6	10	10	7
ENSMUSG00000002900	Lamb1	3	185	0.6	43		10		17
ENSMUSG00000002908	Kcnn1	18		6	26	5	13	15	26
ENSMUSG00000002910	Arrdc2	27	11	25	12	36	11	31	16
ENSMUSG00000002930	Ppp1r17				0.7	2	1	4	
ENSMUSG00000002944	Cd36	4	0.5	3	2		0.5		2
ENSMUSG00000002948	Map2k7	74	31	27	40	40	67	39	47
ENSMUSG00000002949	Timm44	152	43	31	73	22	101	51	71
ENSMUSG00000002957	Ap2a2	66	92	85	131	52	242	88	114
ENSMUSG00000002963	Pnkp	37	49	44	27	39	24	37	42
ENSMUSG00000002968	Med25	133	20	33	72	37	105	72	110
ENSMUSG00000002980	Bcam	10	143	3	20	2	12	7	35
ENSMUSG00000002981	Clptm1	177	156	180	100	144	115	207	188
ENSMUSG00000002983	Relb	13	38	113	13	6	13	12	15
ENSMUSG00000002984	Tomm40	52	20	24	36	20	50	36	41
ENSMUSG00000002985	Apoe	10847	345	6041	2845	713	630	489	3916
ENSMUSG00000002992	Apoc2			0.6					
ENSMUSG00000002996	Hbp1	51	70	9	20	8	31	26	24
ENSMUSG00000002997	Prkar2b	15	9	1	134	5	165	50	72
ENSMUSG00000003031	Cdkn1b	138	121	13	75	19	142	40	81
ENSMUSG00000003032	Klf4	1708	494	221	239	21	115	43	182
ENSMUSG00000003033	Ap1m1	95	59	66	85	32	127	57	101
ENSMUSG00000003037	Rab8a	27	57	66	33	31	35	43	51
ENSMUSG00000003038	Hmgn2	46	35	17	46	35	61	49	48
ENSMUSG00000003039	Fam32a	40	50	40	72	40	75	62	75
ENSMUSG00000003051	Elf3	0.7	0.8						
ENSMUSG00000003062	Stard3nl	18	26	17	29	46	32	49	32
ENSMUSG00000003068	Stk11	77	36	57	55	44	74	53	69
ENSMUSG00000003070	Efna2	18		0.6	27	11	23	25	30
ENSMUSG00000003072	Atp5d	157	250	224	242	246	284	248	234
ENSMUSG00000003099	Ppp5c	138	104	108	91	73	141	106	105
ENSMUSG00000003119	Cdk12	24	15	5	12	3	16	10	12
ENSMUSG00000003123	Lipe	16	22	28	7	6	7	5	10
ENSMUSG00000003131	Pafah1b2	54	58	14	77	64	155	85	50
ENSMUSG00000003134	Tbc1d8	10	14	14	19	2	22	40	18
ENSMUSG00000003135	Cnot11	31	26	8	27	8	40	23	26
ENSMUSG00000003153	Slc2a3	6	2	10	47	3	115	14	48
ENSMUSG00000003154	Foxj2	62	14	40	27	19	39	32	40
ENSMUSG00000003161	Sri	35	132	26	49	87	40	78	53
ENSMUSG00000003166	Dgcr2	61	28	32	55	30	75	63	82
ENSMUSG00000003184	Irf3	67	49	48	31	32	27	42	44
ENSMUSG00000003190	Bcl2l12	29	6	8	8	5	3	5	2
ENSMUSG00000003198	Zfp959	4	16	1	6	0.5	5	1	4
ENSMUSG00000003199	Mpnd	81	87	59	145	89	151	88	144
ENSMUSG00000003200	Sh3gl1	52	81	76	42	59	38	66	61
ENSMUSG00000003206	Ebi3		0.5	120	9	2	4	2	8
ENSMUSG00000003208	Yju2	12	8	12	8	6	7	7	9
ENSMUSG00000003226	Ranbp2	69	50	8	47	6	68	26	38
ENSMUSG00000003227	Edar	0.8	3		1		2	0.8	3
ENSMUSG00000003228	Grk5	6	43	3	22	5	11	10	19
ENSMUSG00000003233	Dvl3	64	7	7	55	30	101	73	54
ENSMUSG00000003234	Abcf3	77	44	50	51	45	76	62	80
ENSMUSG00000003235	Eif2b5	43	118	70	82	64	81	86	89
ENSMUSG00000003269	Cyth2	83	124	80	101	174	177	282	117
ENSMUSG00000003271	Sult2b1			2	5	0.5	8	0.8	0.7
ENSMUSG00000003273	Car11	33	2	15	137	33	199	57	114
ENSMUSG00000003279	Dlgap1	38		2	37	3	21	20	41
ENSMUSG00000003282	Plag1	0.5	2		0.7		3		
ENSMUSG00000003283	Hck		0.8	495	11	1	5	1	17
ENSMUSG00000003299	Mrpl4	57	65	51	47	36	49	61	72
ENSMUSG00000003308	Keap1	22	23	21	32	47	39	41	38
ENSMUSG00000003309	Ap1m2				0.7		0.7		
ENSMUSG00000003316	Glg1	227	103	42	137	59	160	156	195
ENSMUSG00000003341	Atp8b3				0.6		2	2	1
ENSMUSG00000003344	Btbd2	48	28	43	57	21	72	30	69
ENSMUSG00000003345	Csnk1g2	61	119	91	83	79	97	60	62
ENSMUSG00000003346	Abhd17a	70	519	186	225	616	145	294	165
ENSMUSG00000003348	Mob3a	8	5	23	14	15	14	12	10
ENSMUSG00000003352	Cacnb3	28	2	30	165	69	175	68	104
ENSMUSG00000003354	Ccdc65	2	0.5	0.7	10	3	9	5	1
ENSMUSG00000003355	Fkbp11	4	3	1	3	0.6	8	2	3
ENSMUSG00000003360	Ddx23	66	42	47	48	28	51	50	69
ENSMUSG00000003363	Pld3	169	108	531	299	149	386	126	277
ENSMUSG00000003378	Grik5	207	2	24	166	47	201	129	197
ENSMUSG00000003379	Cd79a	0.6	2	5	0.9		0.5		0.9
ENSMUSG00000003380	Rabac1	91	368	229	192	346	251	223	193
ENSMUSG00000003382	Etv3	20	14	45	17	2	23	10	19
ENSMUSG00000003402	Prkcsh	131	98	119	93	128	114	208	170
ENSMUSG00000003410	Elavl3	9	0.7	3	159	194	332	277	50
ENSMUSG00000003411	Rab3b	1	0.9	0.9	39	5	50	3	3
ENSMUSG00000003418	St8sia6		7		0.9		0.6		
ENSMUSG00000003420	Fcgrt	50	712	410	66	6	19	1	38
ENSMUSG00000003421	Nosip	39	68	61	44	63	73	63	60
ENSMUSG00000003423	Pih1d1	37	55	62	72	30	64	32	49
ENSMUSG00000003429	Rps11	306	3122	2206	938	608	642	708	881
ENSMUSG00000003435	Supt5	89	74	86	86	51	119	128	102
ENSMUSG00000003436	Dll3	0.9			17		12	20	106
ENSMUSG00000003437	Paf1	85	50	44	83	62	123	110	87
ENSMUSG00000003438	Timm50	43	50	54	49	34	62	64	103
ENSMUSG00000003444	Med29	29	36	30	22	18	31	28	37
ENSMUSG00000003452	Bicd1	6			6	1	12	5	9
ENSMUSG00000003458	Ncstn	139	104	143	85	73	102	91	116
ENSMUSG00000003464	Pex19	92	85	55	84	142	117	148	114
ENSMUSG00000003469	Phyhip	3	1	21	59	22	41	5	28
ENSMUSG00000003476	Crhr2				0.8		3		
ENSMUSG00000003477	Inmt								0.6
ENSMUSG00000003484	Cyp4f18		0.5	4					
ENSMUSG00000003500	Impdh1	11	203	40	89	8	94	29	50
ENSMUSG00000003518	Dusp3	55	204	97	60	141	31	87	57
ENSMUSG00000003526	Prodh	43	4	4	6	2	3	1	8
ENSMUSG00000003527	Ess2	47	20	19	26	15	42	24	33
ENSMUSG00000003528	Slc25a1	113	107	87	98	752	197	374	149
ENSMUSG00000003531	Dgcr6	54	43	18	56	42	60	49	60
ENSMUSG00000003534	Ddr1	132	1	2	74	566	77	696	175
ENSMUSG00000003541	Ier3	83	676	2019	141	3	48	8	55
ENSMUSG00000003545	Fosb	2550	523	848	634	67	712	111	469
ENSMUSG00000003546	Klc4	66	49	94	39	52	54	42	60
ENSMUSG00000003549	Ercc1	24	23	7	21	7	36	16	34
ENSMUSG00000003559	As3mt	34	31	23	19	15	9	20	32
ENSMUSG00000003573	Homer3	35	51	39	21	27	16	49	19
ENSMUSG00000003575	Crtc1	26	4	12	39	11	46	22	30
ENSMUSG00000003581	Rnf215	549	92	73	107	16	86	28	68
ENSMUSG00000003585	Sec14l2	128	2	13	36	39	23	42	52
ENSMUSG00000003604	Aven	4	9	7	6	5	4	8	8
ENSMUSG00000003617	Cp	0.9	12	2	9		0.9	5	34
ENSMUSG00000003623	Crot	140	22	10	41	7	18	19	48
ENSMUSG00000003644	Rps6ka1	2	41	617	19	28	9	11	33
ENSMUSG00000003657	Calb2	3	3	0.7	46	5	556	15	74
ENSMUSG00000003660	Snrnp200	68	60	42	81	30	68	67	97
ENSMUSG00000003662	Ciao1	32	41	24	31	18	42	30	36
ENSMUSG00000003665	Has1		0.5		1		2		0.7
ENSMUSG00000003680	Taf6l	13	5	17	9	5	11	6	12
ENSMUSG00000003721	Insig2	44	27	13	28	9	50	19	33
ENSMUSG00000003731	Kpna6	56	23	28	52	28	59	50	56
ENSMUSG00000003746	Man1a	4	32	37	13	37	14	68	8
ENSMUSG00000003752	Itpkc	9	5	27	6	5	19	7	12
ENSMUSG00000003762	Coq8b	35	6	18	14	11	16	18	13
ENSMUSG00000003778	Brd8	69	24	6	39	5	54	24	48
ENSMUSG00000003779	Kif20a	8	10	1	10	0.7	2	2	15
ENSMUSG00000003808	Farsa	48	34	43	48	21	71	56	58
ENSMUSG00000003809	Gcdh	78	9	16	35	30	43	46	49
ENSMUSG00000003810	Mast2	53	18	25	84	17	95	29	76
ENSMUSG00000003812	Dnase2a	14	3	93	7	4	3	8	14
ENSMUSG00000003813	Rad23a	53	41	32	41	73	59	73	60
ENSMUSG00000003814	Calr	1056	1156	1275	789	493	805	1212	1450
ENSMUSG00000003824	Syce2	10	3	6	15	0.9	13	3	19
ENSMUSG00000003847	Nfat5	66	37	4	28	5	51	22	29
ENSMUSG00000003848	Nob1	54	24	19	35	14	64	46	64
ENSMUSG00000003849	Nqo1	18	6		13	2	6	2	11
ENSMUSG00000003863	Ppfia3	7	0.5	16	94	85	65	26	28
ENSMUSG00000003865	Gys1	65	5	9	23	4	13	14	29
ENSMUSG00000003868	Ruvbl2	50	44	45	53	38	58	67	93
ENSMUSG00000003872	Lin7b	3	1	7	28	7	22	5	7
ENSMUSG00000003873	Bax	85	79	179	87	79	90	131	123
ENSMUSG00000003882	Il7r			13					3
ENSMUSG00000003923	Tfam	29	21	7	23	12	34	20	29
ENSMUSG00000003929	Zfp81	10	5	0.6	14	1	20	5	12
ENSMUSG00000003934	Efnb3	35	3	3	184	975	265	595	88
ENSMUSG00000003948	Mmd	111	101	13	146	11	117	13	55
ENSMUSG00000003949	Hlf	57	2	3	21	3	16	11	49
ENSMUSG00000003955	Fam162a	87	110	27	88	52	70	87	105
ENSMUSG00000003970	Rpl8	476	2325	2416	1037	916	950	1172	1411
ENSMUSG00000003974	Grm3	1032	9	2	162	15	40	5	45
ENSMUSG00000003992	Ssbp2	32	3	10	32	7	57	8	18
ENSMUSG00000004018	Fancl	19	12	5	12	4	12	6	14
ENSMUSG00000004031	Brinp2	14		2	39	2	55	13	46
ENSMUSG00000004032	Gstm5	343	182	50	232	522	172	320	338
ENSMUSG00000004035	Gstm7	28	324	4	38	282	16	142	44
ENSMUSG00000004040	Stat3	180	65	100	55	38	71	51	77
ENSMUSG00000004043	Stat5a	11	3	9	2		1	0.9	3
ENSMUSG00000004044	Cavin1	16	289	9	44	0.7	3	0.6	7
ENSMUSG00000004054	Map3k11	22	182	193	34	70	18	62	21
ENSMUSG00000004056	Akt2	205	12	45	52	24	41	40	61
ENSMUSG00000004069	Dnaja3	35	21	17	35	21	34	21	39
ENSMUSG00000004070	Hmox2	41	52	89	54	185	70	83	76
ENSMUSG00000004071	Cdip1	113	25	24	50	106	71	98	58
ENSMUSG00000004085	Map3k20	5	18	1	7		4	0.7	3
ENSMUSG00000004096	Cwc15	133	237	81	147	239	164	266	237
ENSMUSG00000004098	Col5a3	18	5		6	0.6	2	4	19
ENSMUSG00000004099	Dnmt1	45	22	12	66	7	59	24	64
ENSMUSG00000004100	Ppan	49	36	53	30	8	34	32	30
ENSMUSG00000004105	Angptl2	6	6		6	0.5	7	5	5
ENSMUSG00000004110	Cacna1e	1	8		27	0.5	24	4	22
ENSMUSG00000004113	Cacna1b	0.7		0.7	47	4	100	4	11
ENSMUSG00000004127	Trmt10a	8	7	2	6	2	6	6	8
ENSMUSG00000004151	Etv1	10	1	3	16	6	18	7	28
ENSMUSG00000004187	Kifc2	50	3	67	261	76	232	29	69
ENSMUSG00000004207	Psap	3888	987	6329	1703	1572	2671	2365	2644
ENSMUSG00000004221	Ikbkg	27	14	10	17	10	20	18	18
ENSMUSG00000004233	Wars2	12	8	3	9	2	8	4	7
ENSMUSG00000004263	Atn1	8	2	3	10	3	13	5	7
ENSMUSG00000004264	Phb2	78	108	82	80	44	94	96	107
ENSMUSG00000004266	Ptpn6	1	0.7	412	15	3	2	1	22
ENSMUSG00000004267	Eno2	24	4	95	127	64	289	50	51
ENSMUSG00000004268	Emg1	43	37	34	32	12	39	27	52
ENSMUSG00000004270	Lpcat3	154	125	240	49	29	22	50	65
ENSMUSG00000004285	Atp6v1f	84	190	350	162	190	225	162	158
ENSMUSG00000004296	Il12b	0.8		33	6				
ENSMUSG00000004317	Clcn5	31	10	8	12	7	22	13	16
ENSMUSG00000004319	Clcn3	74	21	3	48	25	73	64	62
ENSMUSG00000004328	Hif3a	16		2	4		4		0.7
ENSMUSG00000004341	Gpx6		0.8				0.6		
ENSMUSG00000004347	Pde1c	4			4	4	6	4	7
ENSMUSG00000004356	Utp20	25	8	3	15	2	10	9	12
ENSMUSG00000004359	Spic			0.9					
ENSMUSG00000004360	9330159F19Rik	39		0.5	50	6	76	18	49
ENSMUSG00000004364	Cul3	121	102	11	107	21	192	69	91
ENSMUSG00000004366	Sst	14	11	10	424	22	3541	3	20
ENSMUSG00000004371	Il11	1			2	2	3	1	1
ENSMUSG00000004383	Large1	36	17	25	55	24	45	82	73
ENSMUSG00000004393	Ddx56	60	34	60	51	45	74	66	75
ENSMUSG00000004394	Tmed4	167	151	93	102	103	126	174	227
ENSMUSG00000004415	Col26a1	1	4		13		8	5	36
ENSMUSG00000004446	Bid	2	4	50	9	0.7	13	6	13
ENSMUSG00000004451	Ralb	32	109	84	34	8	14	15	35
ENSMUSG00000004455	Ppp1cc	63	89	29	43	16	77	47	55
ENSMUSG00000004460	Dnajb11	152	93	75	99	77	84	195	159
ENSMUSG00000004462	Tbccd1	16	5	5	9	12	6	25	14
ENSMUSG00000004473	Clec11a	0.7		0.5	2	1	2	1	1
ENSMUSG00000004500	Zfp324	8	7	5	12	3	9	6	11
ENSMUSG00000004508	Gab2	20	27	49	29	10	29	17	37
ENSMUSG00000004530	Coro1c	7	58	42	45	29	57	51	38
ENSMUSG00000004535	Tax1bp1	58	71	8	51	13	55	39	57
ENSMUSG00000004552	Ctse			14	2				2
ENSMUSG00000004558	Ndrg2	1675	13	51	523	121	144	117	574
ENSMUSG00000004561	Mettl17	46	6	9	25	5	37	18	25
ENSMUSG00000004562	Arhgef40	133	11	75	34	4	42	18	69
ENSMUSG00000004565	Pnpla6	60	63	7	35	27	38	31	25
ENSMUSG00000004567	Mcoln1	43	34	27	33	35	50	43	33
ENSMUSG00000004568	Arhgef18	34	12	10	20	7	28	14	20
ENSMUSG00000004591	Pkn2	30	36	2	16	3	16	11	18
ENSMUSG00000004609	Cd33		0.7	128	16	1		0.6	20
ENSMUSG00000004610	Etfb	23	41	33	17	22	8	25	25
ENSMUSG00000004612	Nkg7			3					
ENSMUSG00000004626	Stxbp2	1	3	68	40	25	38	47	5
ENSMUSG00000004631	Sgce	13	11	18	10	14	8	20	28
ENSMUSG00000004633	Chn2	1	45	29	31	90	18	258	25
ENSMUSG00000004637	Wwox	6	7	3	5	3	8	6	8
ENSMUSG00000004642	Slbp	16	17	6	15	1	22	8	17
ENSMUSG00000004655	Aqp1	6	4	0.5	3	0.5	2	2	2
ENSMUSG00000004661	Arid3b	4	3	7	4	3	6	4	0.9
ENSMUSG00000004665	Cnn2	9	326	45	36	2	2	6	25
ENSMUSG00000004667	Polr2e	42	82	73	63	41	56	60	88
ENSMUSG00000004677	Myo9b	59	25	69	55	45	45	74	54
ENSMUSG00000004698	Hdac9	13	2	2	9	4	11	4	5
ENSMUSG00000004707	Ly9			11	1				0.7
ENSMUSG00000004709	Cd244a	0.5		1					
ENSMUSG00000004730	Adgre1	0.5		674	35	7	3	3	50
ENSMUSG00000004748	Mtfp1	14	2	13	25	9	35	3	18
ENSMUSG00000004768	Rab23	16	3	0.5	14	8	16	18	19
ENSMUSG00000004771	Rab11a	79	217	68	197	81	272	181	200
ENSMUSG00000004788	Eif2b2	86	158	58	66	99	104	86	91
ENSMUSG00000004789	Dlst	77	32	50	57	31	74	43	54
ENSMUSG00000004791	Pgf	4	10	2	5	1	35		2
ENSMUSG00000004798	Ulk2	70	38	44	123	67	128	119	100
ENSMUSG00000004814	Ccl24			79	4	1	0.9		4
ENSMUSG00000004815	Dgkq	32	4	4	15	4	32	12	13
ENSMUSG00000004837	Grap	4	621	495	45	6	2	3	29
ENSMUSG00000004843	Chmp2b	70	214	37	110	50	143	78	124
ENSMUSG00000004846	Plod3	101	82	341	56	75	50	120	93
ENSMUSG00000004849	Ap1s1	53	121	91	158	171	147	186	157
ENSMUSG00000004864	Mapk13	0.5		0.7					
ENSMUSG00000004865	Srpk1	37	17	8	29	7	37	36	26
ENSMUSG00000004880	Lbr	58	48	13	32	20	21	35	57
ENSMUSG00000004885	Crabp2	4	2	0.8	7		24	2	1
ENSMUSG00000004891	Nes	88	265	13	95		8	1	14
ENSMUSG00000004892	Bcan	4781	6	39	889	346	234	2638	2775
ENSMUSG00000004894	Hapln2					217	0.8	67	
ENSMUSG00000004895	Prcc	72	80	61	74	53	130	92	136
ENSMUSG00000004896	Rrnad1	25	6	7	13	5	22	14	17
ENSMUSG00000004897	Hdgf	127	169	113	183	156	206	187	255
ENSMUSG00000004902	Slc25a18	626	3	13	179	23	39	7	79
ENSMUSG00000004929	Thop1	28	18	16	30	31	44	46	50
ENSMUSG00000004931	Apba3	49	36	40	26	41	26	52	44
ENSMUSG00000004933	Matk	3	0.9	76	106	12	51	14	43
ENSMUSG00000004934	Pias4	29	15	42	18	24	22	31	29
ENSMUSG00000004936	Map2k1	72	70	113	86	122	107	114	113
ENSMUSG00000004937	Sgta	140	98	168	147	160	248	197	220
ENSMUSG00000004939	Nmrk2				0.6		5	2	
ENSMUSG00000004945	Tmem242	53	137	46	84	158	92	123	99
ENSMUSG00000004947	Dtx2	10	8	14	6	4	15	13	14
ENSMUSG00000004948	Zp3		0.9				0.7		0.5
ENSMUSG00000004951	Hspb1	9	349	43	9	2	4		9
ENSMUSG00000004952	Rasa4		2	91	6		11		4
ENSMUSG00000004961	Syt5	8	2	8	156	10	192	6	29
ENSMUSG00000004980	Hnrnpa2b1	848	298	84	573	98	571	364	478
ENSMUSG00000004988	Fxyd4		2		1		3		
ENSMUSG00000004994	Ccdc130	22	11	12	12	13	13	18	17
ENSMUSG00000004996	Mri1	11	14	10	11	5	14	15	16
ENSMUSG00000005034	Prkacb	39	42	18	137	71	221	68	78
ENSMUSG00000005043	Sgsh	13	11	22	5	15	2	15	11
ENSMUSG00000005045	Chd5	2	0.5	6	94	5	136	8	34
ENSMUSG00000005054	Cstb	41	387	348	63	131	57	97	112
ENSMUSG00000005057	Sh2b2	14	3	78	12	0.5	18	2	11
ENSMUSG00000005069	Pex5	75	45	57	63	39	136	69	82
ENSMUSG00000005078	Jkamp	69	43	15	48	42	63	81	64
ENSMUSG00000005087	Cd44	57	0.6	4	17	0.5	8		2
ENSMUSG00000005089	Slc1a2	3135	5	19	575	78	139	61	676
ENSMUSG00000005102	Eif2ak4	39	26	9	24	6	22	18	22
ENSMUSG00000005103	Wdr1	98	103	179	92	34	83	84	146
ENSMUSG00000005107	Slc2a9	1	3	9	3			0.9	2
ENSMUSG00000005125	Ndrg1	2	20	4	17	456	22	98	2
ENSMUSG00000005131	4930550C14Rik	0.9	1		0.5	0.5	1	0.5	
ENSMUSG00000005142	Man2b1	24	26	639	44	33	16	49	82
ENSMUSG00000005148	Klf5	11	0.8		4		12	0.5	1
ENSMUSG00000005150	Wdr83	22	22	13	26	35	29	34	30
ENSMUSG00000005161	Prdx2	129	286	70	264	185	336	314	317
ENSMUSG00000005198	Polr2a	75	59	61	60	63	93	95	63
ENSMUSG00000005202	Shbg					1		0.9	
ENSMUSG00000005204	Senp3	74	65	61	67	43	97	84	88
ENSMUSG00000005220	Corin		0.7				0.8	3	
ENSMUSG00000005225	Plekha8	19	13	4	11	7	12	10	11
ENSMUSG00000005233	Spc25	8	19	0.6	15		3	2	17
ENSMUSG00000005237	Dnah2	2		12	4		11	0.6	3
ENSMUSG00000005251	Ripk4	0.9			2		82		
ENSMUSG00000005262	Ufd1	57	53	17	51	51	84	76	51
ENSMUSG00000005267	Zfp287	13	8		8	5	9	10	10
ENSMUSG00000005299	Letm1	31	18	17	40	28	34	40	38
ENSMUSG00000005312	Ubqln1	109	128	60	132	159	193	260	177
ENSMUSG00000005320	Fgfr4	1	2		2		0.9		
ENSMUSG00000005338	Cadm3	20	1	4	191	28	387	127	106
ENSMUSG00000005339	Fcer1a						0.6		
ENSMUSG00000005354	Txn2	58	80	58	63	58	81	85	92
ENSMUSG00000005355	Casp14						0.5		
ENSMUSG00000005357	Slc1a6	2	0.6	0.7	24	2	61	11	36
ENSMUSG00000005360	Slc1a3	3126	8	28	594	39	134	30	385
ENSMUSG00000005362	Crbn	23	22	4	18	12	29	17	23
ENSMUSG00000005370	Msh6	32	20	6	27	7	30	17	30
ENSMUSG00000005371	Fbxo11	94	61	15	104	9	209	54	92
ENSMUSG00000005373	Mlxipl	6		88	4				8
ENSMUSG00000005374	Tbl2	28	6	16	15	16	13	19	21
ENSMUSG00000005378	Bud23	34	23	25	28	17	25	31	39
ENSMUSG00000005397	Nid1	21	468	1	116	5	9	3	35
ENSMUSG00000005410	Mcm5	23	41	16	35	3	14	13	97
ENSMUSG00000005413	Hmox1	100	212	1089	39	32	14	77	135
ENSMUSG00000005417	Mprip	112	159	22	97	32	76	43	61
ENSMUSG00000005442	Cic	76	25	97	116	59	137	91	64
ENSMUSG00000005447	Pafah1b3	11	15	24	67	3	152	27	73
ENSMUSG00000005465	Il27ra	0.5	23	2	3		0.5	1	1
ENSMUSG00000005469	Prkaca	91	55	81	175	147	312	177	195
ENSMUSG00000005470	Asf1b	3	5	5	6	0.5	2	1	11
ENSMUSG00000005481	Ddx39	32	45	25	25	8	19	25	23
ENSMUSG00000005483	Dnajb1	96	215	192	74	76	102	69	111
ENSMUSG00000005493	Msh4						0.6		
ENSMUSG00000005501	Usp40	19	5	2	10	2	13	8	15
ENSMUSG00000005505	Kbtbd4	9	6	3	9	4	12	9	16
ENSMUSG00000005506	Celf1	121	43	27	105	12	125	48	87
ENSMUSG00000005510	Ndufs3	73	72	37	65	43	84	69	94
ENSMUSG00000005514	Por	146	103	252	68	87	69	94	108
ENSMUSG00000005533	Igf1r	22	66	4	28	2	28	7	15
ENSMUSG00000005534	Insr	48	75	6	35	5	39	17	29
ENSMUSG00000005540	Fcer2a						2		
ENSMUSG00000005553	Atp4a	2			3		4	4	6
ENSMUSG00000005566	Trim28	171	185	214	193	122	306	279	319
ENSMUSG00000005575	Ube2m	85	102	97	132	138	198	181	142
ENSMUSG00000005580	Adcy9	17	9	10	12	9	17	13	14
ENSMUSG00000005583	Mef2c	4	28	19	128	3	43	0.9	12
ENSMUSG00000005609	Ctr9	36	19	9	34	33	31	48	43
ENSMUSG00000005610	Eif4g2	407	520	156	575	250	664	719	529
ENSMUSG00000005611	Mrvi1		2		3			0.6	2
ENSMUSG00000005615	Pcyt1a	41	38	29	42	38	32	62	55
ENSMUSG00000005621	Zfp592	85	21	36	26	6	36	17	22
ENSMUSG00000005625	Psmd4	107	137	108	100	118	134	146	139
ENSMUSG00000005628	Tmod4	3	5	1	3	0.8	2	1	2
ENSMUSG00000005640	Insrr				0.7		4		
ENSMUSG00000005656	Snx6	74	110	66	79	93	74	131	86
ENSMUSG00000005667	Mthfd2	9	4	11	11	12	19	16	18
ENSMUSG00000005672	Kit	1	28		32	1	103	3	20
ENSMUSG00000005674	Tomm40l	9	9	5	9	9	9	8	11
ENSMUSG00000005681	Apoa2			3					
ENSMUSG00000005682	Pan2	43	16	6	24	7	24	24	28
ENSMUSG00000005683	Cs	293	98	55	201	110	198	131	162
ENSMUSG00000005686	Ampd3	86	2	12	40	3	10	51	146
ENSMUSG00000005687	Bcas2	69	46	19	60	23	115	55	79
ENSMUSG00000005698	Ctcf	74	67	18	66	22	77	57	78
ENSMUSG00000005699	Pard6a	90	23	13	48	26	100	34	75
ENSMUSG00000005705	Agrp	1			1		2	0.5	0.6
ENSMUSG00000005716	Pvalb		0.6	3	2	11		8	3
ENSMUSG00000005718	Tfap4	4	5	4	6	2	15	9	7
ENSMUSG00000005732	Ranbp1	66	76	36	94	33	101	89	94
ENSMUSG00000005763	Cd247		0.7	0.7					
ENSMUSG00000005774	Rfx5	41	6	10	16	3	26	11	21
ENSMUSG00000005779	Psmb4	145	405	216	198	245	312	255	257
ENSMUSG00000005800	Mmp8			0.6					
ENSMUSG00000005802	Slc30a4	43	62	5	48	17	59	50	44
ENSMUSG00000005803	Sqor	8	42	149	11	3	1	1	15
ENSMUSG00000005804	Bloc1s6	28	27	13	52	8	71	21	35
